id	width	height	ar	flags
8590a05d-dd02-4b66-80f5-1bc9253373d7	4587	4664	0.9835	1
9881d64f-b534-43e0-a21f-273f2442a1a3	4639	4703	0.9864	1
70a6c36c-2025-448c-a66c-9d41b7845d09	5177	4113	1.2587	2
6b72176d-a849-4447-b51f-4f454eefe5ff	5254	4177	1.2578	2
1388289b-2326-4fc8-bcc4-e56a9350e65d	5202	4149	1.2538	2
59bcfaa8-0c3a-49c4-9744-2af886b7e6f8	4152	5292	0.7846	1
e652a2c5-eb4b-48fd-a217-bd1ef9e55787	4088	5318	0.7687	1
4ff540e2-01c7-4595-97c5-ae1c7340873d	4592	4681	0.981	1
2d7d06f4-16ac-4278-8a9d-1e1a87b3a65e	5189	4161	1.2471	2
2a272fc2-57dc-44ad-be04-0af12bed3553	6958	4871	1.4285	2
d3787242-87fe-464e-a5cb-a073db6eab29	800	764	1.0471	2
a94cfc96-9e55-4240-9093-5172d3560bf9	6276	8253	0.7605	1
0a30bb2d-031e-42cb-8247-40e078933af8	4212	6471	0.6509	1
94f27ff8-b5ef-47d8-89a3-04267ae3e737	3729	5102	0.7309	1
c945310a-0ecd-426b-963c-b7787d408b5e	3020	4896	0.6168	1
2a38a654-333f-4574-9d63-24e9318fc518	4118	6246	0.6593	1
c8001804-bb39-4eb9-859f-28227e92bf26	2929	4073	0.7191	1
4916706c-ae6a-4dfe-927e-5458a322a728	2883	3958	0.7284	1
4c89caeb-3a59-49c3-bd1d-ad8f26c6dd1d	4139	2845	1.4548	2
1c9c59fc-2a1e-4597-a39f-546ce988e4b6	4237	3108	1.3633	2
e0a0175b-dee5-4ba3-bb9a-c895f12decc2	2857	4100	0.6968	1
35b9a75f-dfd9-4f49-90ad-5a3ecb2dbcda	2601	3857	0.6744	1
da22db75-a695-45d9-971f-ec1c1b3f2c35	2806	3985	0.7041	1
0c4d4049-025e-4338-b680-7eec1312268c	2704	3972	0.6808	1
32f42bda-4a09-43eb-9567-a5d7b5c6892b	2998	4049	0.7404	1
78d39eed-5343-4b5f-99d7-76ad93c7a288	2934	4216	0.6959	1
21b35791-902d-46d1-bbe0-bfa9bea72a04	2870	4036	0.7111	1
bacfc21c-7909-4bce-b3da-012541d5517b	3101	5139	0.6034	1
925e662b-002d-4120-a84c-4e843bdff104	3780	2499	1.5126	2
b40c3f2e-7b9c-44cc-ad63-14d0dba0d240	1745	1704	1.0241	2
d34e34cf-9197-4194-be32-be8f1e180cc0	1745	1704	1.0241	2
b686c416-2360-4f34-b4e9-e0b244dc702c	1745	1704	1.0241	2
ff3f4658-5bb7-41ae-a7d8-43c3c5a16047	3006	4248	0.7076	1
8e834fc8-4a9a-44a3-b803-6656d0a15206	2793	3934	0.71	1
d26a64a2-dacc-49dc-97b9-ed1a578b3dda	3137	5200	0.6033	1
2e337ba4-5d64-4dac-89d3-5ea47511eb2b	4203	6484	0.6482	1
7d5b02ec-256f-4b77-b1b6-d6d67f18df91	2998	5074	0.5909	1
3a55b3c1-0982-42ad-9b40-74b04d2aa698	5998	4071	1.4733	2
4fa51681-ea3b-4b90-8488-289b1aa87c0d	614	800	0.7675	1
52345ad5-389c-4648-b082-11a552b34f77	542	800	0.6775	1
1d66347f-e1df-4de4-bdee-714fc41ca131	800	485	1.6495	2
5c17c97e-4eee-495e-8d55-85c022ddf618	800	495	1.6162	2
784a4fa6-c31b-46b4-99b7-1392fa4c06a4	1800	1200	1.5	2
ea1ab719-cd28-4ad8-8c2c-4268b529ab45	3218	4971	0.6474	1
04495456-2652-4fa1-be3f-924d01bbe1e8	3942	2782	1.417	2
d1293a1c-fa06-4967-93b8-dc7f0f45579b	2780	2656	1.0467	2
27a5caae-4d9a-4c76-a0cd-ca5b6183289a	1200	1146	1.0471	2
3464f864-068c-4585-aaab-549c3362ce61	2631	3665	0.7179	1
680cef4a-2878-4c42-86b1-cef2a1afe338	2932	4075	0.7195	1
a0b8c29c-a917-479f-bb96-1f8f677e516e	1781	1730	1.0295	2
b87727f3-f50b-4c34-9ab5-474682a319e5	1651	1722	0.9588	1
7e155577-2c8b-46da-a3a9-4764b4e3a395	2590	3784	0.6845	1
a01b7c6a-d560-4400-aa50-f3e54be718d5	3941	2581	1.5269	2
6d4740c2-6493-45d4-b548-d78275356920	3242	2640	1.228	2
d50c7d8c-0eb2-4b80-8924-3c2b76de0c21	3894	2724	1.4295	2
3c834794-ef75-400b-aa0c-b626a509f4e2	2609	3808	0.6851	1
d9aff2ab-28a1-4dff-a7df-2fdddee9c36d	2678	3831	0.699	1
25a1cd6d-0a22-4811-8e28-3cc2735b069e	800	559	1.4311	2
457a27aa-fc89-4e01-a05b-77a8952e180b	3942	2759	1.4288	2
8a13f1b4-8bea-4d8f-a0f7-6c1e3927c969	4487	3565	1.2586	2
590c9909-04ab-440f-8a63-74d9b19b50a7	3564	4488	0.7941	1
dae7d2c2-93b1-48e3-bc97-c07d04ecd5f3	3945	4055	0.9729	1
5fd9fb17-1d51-4e25-81ef-1c27bff02904	3972	4027	0.9863	1
f932147b-b620-4d45-b46d-2df770ce6883	4486	3566	1.258	2
10d17ee3-d631-4e48-9378-c74f333dc153	4563	3505	1.3019	2
83fbbf19-fbc8-426c-a9f2-627ea655a539	3563	4489	0.7937	1
fca2eb22-65a9-4ae7-a846-e744ec0357ef	3521	4542	0.7752	1
