id	width	height	ar	flags
cbb16395-003f-47e4-8447-240d2da0f111	4660	3433	1.3574	2
ffabff38-5dc5-4ac9-87fe-d5cfc0d40ac1	4798	3333	1.4395	2
fa40b89e-fb85-4026-86e0-718be12116e0	4765	3358	1.419	2
6260da79-4d69-4ac0-87c7-60a6e9e1cf22	3611	4430	0.8151	1
33cca42c-117e-4c9a-bd6b-edfc2c0dd898	4763	3358	1.4184	2
3883b031-cd8f-49e7-98cf-2e7d0b663c1e	4875	3281	1.4858	2
70573478-eaf9-4bc0-8984-2d5ddcd33847	4716	3393	1.3899	2
e6898060-9bc9-4824-bba8-4638360ffed8	4719	3389	1.3924	2
7acae45b-d91e-4227-b484-713c3c93ba3f	4755	3364	1.4135	2
86f1d01e-415e-4280-9635-bd951a604e77	3403	4701	0.7239	1
9f9c08f7-bf5d-4a77-89f0-d46d713dee08	3162	5059	0.625	1
2cb46f96-f635-4717-8534-f4761bb8ece0	3227	4957	0.651	1
8260235a-7217-42bb-9a8a-0df59cbcea85	2934	2857	1.027	2
f494d68a-d166-4d93-bd2f-349d69563d18	3165	5054	0.6262	1
44adfb4f-94a1-441f-89fc-73e7fac5c6ac	3232	4951	0.6528	1
d8b66154-8f07-447a-ba11-42b7d6c880ea	3115	5136	0.6065	1
7dd52c1f-c66a-4208-8ba1-873fba756ace	3164	5055	0.6259	1
38611d87-777e-4b3c-b99f-35bc7e275e8c	3127	5116	0.6112	1
cf5c9171-223b-49b1-86e5-0809011ce290	2270	7047	0.3221	1
1ffcc41d-78c4-4e14-8f8e-5ce1fd2eba0c	3173	5041	0.6294	1
0497535c-da9a-4256-b153-964d37910d4c	3137	5099	0.6152	1
4069608c-ab48-4665-8f14-144316f427a7	3181	5030	0.6324	1
74617e55-fdfb-455e-ba67-066595f45724	3097	5165	0.5996	1
3cc4ae99-b2a3-4e48-99fe-a4e311bdce19	5023	3185	1.5771	2
ae9838ab-a435-4693-b2c7-685924169caa	3140	5095	0.6163	1
5ca5e9c3-cdc0-48d1-abd6-9d03d1f0bba3	3151	5077	0.6206	1
03bbeb56-1c2f-4d6c-879b-cf6437ab51c7	3216	4973	0.6467	1
ae760f4b-bb89-4c66-b46c-d6a9a391a48b	4469	3579	1.2487	2
f4011fbe-34c6-4a6a-a76e-f08df6951edb	5169	3094	1.6707	2
74d8ccd0-a0c2-4b78-b2ab-4b06c6e4fa45	512	800	0.64	1
58c802b2-3551-4545-be40-f3da1b4378cf	541	800	0.6763	1
8d7e12b4-f27d-4027-b09c-18bcf45240e5	800	533	1.5009	2
84931f5d-83e5-4c8d-9146-c12a5c8bc6be	1600	999	1.6016	2
44c8dd01-ad95-416d-be44-cb0ed5854d72	421	640	0.6578	1
0f0b5185-a1d3-4d3a-91c1-2041f0810f89	480	588	0.8163	1
69348e5e-6b6e-46de-beb7-b743b11a0a4f	502	480	1.0458	2
df989381-2c27-45f1-b897-217d956d51f5	277	340	0.8147	1
e769666f-b957-4a4f-8bb9-d30e40a67c90	375	284	1.3204	2
cb5848cc-28fb-4f39-9d74-f281349c4719	3648	2736	1.3333	2
869e788f-81cc-4bb4-b6c5-4bf18c4f638b	1000	357	2.8011	2
b354a4dd-806e-4351-bd7b-ae228121d412	2766	3983	0.6945	1
c83eb728-cc20-47b8-bae7-18b229ec8925	3105	5151	0.6028	1
a77741e4-f9a2-44e4-88db-268ce20c24ea	640	394	1.6244	2
ece0174c-e31c-46c7-9743-7ed4d31a8170	640	459	1.3943	2
13aef366-59a1-41ee-8884-232c83bf9c23	640	457	1.4004	2
3ac9c762-7659-48a6-8448-7aa273a776a3	464	640	0.725	1
18e532e4-1560-4b4b-9c39-58d2b196f522	640	466	1.3734	2
9866a88a-2499-4886-b769-389e379c7b21	640	454	1.4097	2
66a6edf1-c5ae-402d-b07f-e4a11924e9fb	640	430	1.4884	2
646c343c-4be9-4c3b-ab88-27be3c52b4e1	640	433	1.4781	2
1272dc4d-398f-40d1-a401-e90ada4d6886	640	451	1.4191	2
23dd1eca-e98b-4d01-9055-9c9b6bec0e21	2702	3844	0.7029	1
939f39af-5f3b-46a1-b750-1d68ad00e8cb	2344	1920	1.2208	2
c553b4a9-c99c-4522-bcc6-9151e8adfd53	700	494	1.417	2
b31ee886-4821-46fb-9270-22a0885ca5ef	944	620	1.5226	2
50effb37-7076-4522-a384-bbf942d17b8b	4156	3403	1.2213	2
00e904d2-3e4b-4ebf-af8d-307864f886fa	3956	2661	1.4867	2
f8de382f-d235-4901-80ee-af2d22ccebff	2999	4052	0.7401	1
dbae3356-efbf-4d3d-b079-a0b97428c90a	2847	4033	0.7059	1
60b1f796-9355-4103-9cfe-5195e5ad527d	2847	4033	0.7059	1
dd1330c4-cb56-476b-ace3-190411f31a56	672	744	0.9032	1
